Producers,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Fiction,Foreign,History,Horror,Music,Mystery,Romance,Science,Thriller,War,Western
Babylon Films Limited,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Bac Films,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0
Back Lot Pictures,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Backup Films,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Backup Media,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Hat Harry Productions,9,8,0,0,1,0,2,1,4,9,0,1,0,0,0,0,9,5,1,0
Bad Robot,6,5,0,1,0,0,3,0,0,6,0,0,0,0,2,1,6,6,0,0
Bagdasarian Productions,0,0,2,2,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0
Bagman (2009),0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Baldwin Entertainment Group,3,2,0,1,1,0,3,0,0,1,0,0,0,1,1,0,1,2,0,0
Ballpark Productions Partnership,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Baltimore Pictures,0,0,0,3,4,0,5,0,0,1,0,0,0,0,1,2,1,3,0,0
Baltimore Spring Creek Pictures,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baltimore Spring Creek Productions,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Banca Popolare di Vicenza,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bandai Visual Company,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
Bandito Brothers,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0
Bangkok Dangerous,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Banque Populaire Images 9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Banques Populaire Image 7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Banter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barclays Mercantile Industrial Finance,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Barentsfilm,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Barry Mendel Productions,2,1,0,0,0,0,4,0,0,2,0,1,0,0,1,0,2,4,0,0
Barwood Films,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Base 12 Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Battlefield Productions,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Battleplan Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Baumgarten Management and Productions (BMP),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Baumgarten Merims Productions,0,0,0,0,0,0,2,0,1,0,0,1,1,0,1,1,0,0,0,0
Baumgarten-Prophet Entertainment,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Bavaria Film,1,2,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0
Bavaria Studios,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Bay Films,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,1,0
Bayerischer Rundfunk (BR),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Bazelevs Production,4,0,1,0,1,0,0,0,3,2,0,0,4,0,0,0,2,5,0,0
Bazmark Films,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0
Be Gentlemen Limited Partnership,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beacon Communications,4,0,0,1,1,0,2,0,1,1,0,0,2,0,2,0,1,3,0,0
Beacon Pictures,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1
Beagle Pug Films,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
"Bedford Falls Company, The",2,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,2,1,0
Bedford Falls Productions,1,1,0,1,0,0,4,0,0,0,0,1,0,0,0,4,0,1,1,0
Bedlam Productions,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Bee Vine Pictures,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
Beech Hill Films,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Before the Door Pictures,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Behavioral Problem Productions Ltd.,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
Beijing Happy Pictures Cultural Communications Co.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beijing New Picture Film Co. Ltd.,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0
Bekmambetov Projects Ltd.,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
Bel Air Entertainment,2,0,0,2,0,0,6,0,0,0,0,0,0,1,0,3,0,1,0,0
Belhaven Limited,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Belle Pictures,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Belstar Productions,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Benaroya Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
BenderSpink,1,0,0,6,2,0,2,1,0,1,0,0,2,0,0,2,1,4,0,0
Benderspink,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bergsten Music,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Berlanti Productions,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Bernard Gayle Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernd Eichinger Productions,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Beverly Detroit,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0
Bi-polar Pictures,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Big Arty Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Beach Films,0,0,0,5,0,0,5,0,0,1,0,0,0,0,0,2,1,0,0,0
Big Bug Pictures,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Big Indie Pictures,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Big Kid Pictures,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Big Lou House Productions,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Primate Pictures,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Screen Productions,7,6,0,3,2,0,5,1,3,4,0,0,0,0,0,1,4,4,0,0
Big Talk Productions,3,1,0,4,1,0,0,0,0,2,0,0,2,0,0,0,2,1,0,0
Bill Graham Films,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Bill Kenwright Films,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Bill/Phillips,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BillBlock Media,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biograf Jan Svěrák,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bird and a Bear Entertainment,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Birdsong Pictures,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Biride Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birnbaum / Barber Productions,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Birnbaum/Barber,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Biscayne Pictures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Biscottificio Verona,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bisgrove Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black & White Productions,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Black Bear Pictures,1,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,2,1,0
Black Entertainment Television (BET),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Black Label Media,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Black and Blu Entertainment,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Blackfriars Bridge Films,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0
Bleiberg Entertainment,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Blind Spot Pictures Oy,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Blind Wink,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Blind Wink Productions,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blinding Edge Pictures,2,2,0,0,0,0,4,1,2,4,0,0,1,0,3,0,4,6,0,0
Blizzard Entertainment,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Block / Hanson,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Block 2 Pictures,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0
Blossom Films,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Blue Askew,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Flower Productions,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
Blue Light,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blue Parrot Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Blue Productions,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
Blue Sea Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Sky Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Blue Sky Studios,0,7,9,7,0,0,0,8,1,1,0,0,0,0,0,0,1,0,0,0
Blue Star Pictures,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Blue Tulip Productions,3,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,0,0
Blue Wolf,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Blue Yonder Films,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Blue-Tongue Films,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Blueeyes Productions,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Bluegrass Films,3,1,0,2,1,0,2,0,0,1,0,0,0,0,1,1,1,3,0,0
Blueprint Pictures,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bluewater Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Blumhouse Productions,1,0,0,0,0,0,1,0,0,1,0,0,16,0,2,0,1,13,0,0
Bob Yari Productions,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0
Boies / Schiller Film Group,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bold Films,2,0,0,0,3,0,4,0,0,0,0,0,2,0,0,0,0,5,0,0
Boll KG,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Boll Kino Beteiligungs GmbH & Co. KG,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Bomar OOD,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bona Fide Productions,0,1,0,2,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0
Bonne Pioche,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bonnie Timmermann Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Bookshop Productions,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Boram Entertainment Inc.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Bottom of the Ninth Productions,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Bourne Again,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Boxing Cat Films,0,0,0,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0
Brad Grey Pictures,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Brad Zions Films,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandywine Productions,6,2,0,0,0,0,0,0,1,7,0,0,5,0,1,0,7,3,0,0
Brass Hat Films,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Brat Na Pont Productions,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Braveworld Productions,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Brian Grazer/Scott Rudin Productions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Brick Dust Productions LLC,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
Bridget Johnson Films,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bridgit Folman Film Gang,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Brightlight Pictures,1,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,3,0,0
Brightside Entertainment,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Brillstein-Grey Entertainment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Automotive,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Bristol Bay Productions,1,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
British Broadcasting Corporation (BBC),3,3,0,1,1,0,1,0,2,0,0,0,1,0,1,0,0,4,0,0
British Broadcasting Corporation (BBC) Television,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
British Columbia Film,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
British Film Council,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
British Film Institute,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
British Film Institute (BFI),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
British Screen Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Broad Green Pictures,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Broadway Video,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broken Chair Flickz,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Broken Lizard Industries,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Broken Road Productions,2,1,0,3,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
Bron Studios,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn Films II,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
Brooksfilms,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Brooksfilms Ltd.,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Brookwell-McNamara Entertainment,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0
Brothers Dowdle Productions,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
BrownHouse Productions,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Brownstone Productions,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Buckaroo Entertainment,3,0,0,0,1,0,2,0,1,1,0,0,2,0,0,0,1,4,0,0
Buena Vista,0,1,0,2,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
Buena Vista Home Entertainment,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Buena Vista International Film Production France,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bueprint Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Bull's Eye Entertainment,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0
Bulletproof Cupid,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Bullwinkle Studios,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bungalow 78 Productions,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bungalow Productions,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burg/Koules Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Burke/Samples/Foster Productions,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Business Location Sudtirol Alto Adige,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Butcher's Run Films,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Buttercup Films Ltd.,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Bésame Mucho Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Bórd Scannán na hÉireann,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
C & L,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C&P Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C-2 Pictures,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0
C.H.U.D. Productions,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
C.R.R.A.V. Nord Pas de Calais,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMERON MACKINTOSH,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
CBS Films,2,0,0,5,3,0,5,1,1,0,0,0,1,1,0,3,0,4,0,0
CJ Capital Investment,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
CJ Entertainment,2,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0
CN Film,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Calimari Productions,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Callahan Filmworks,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Calle Cruzada,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Cambridge Productions,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
Camelot Pictures,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Camelot Productions,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Camp / Thompson Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Campanile Productions,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Campbell Grobman Films,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Film or Video Production Tax Credit (CPTC),1,1,0,0,1,0,1,0,1,1,0,0,1,0,2,0,1,2,0,0
Canadian Television Fund,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
Canal Plus,4,1,1,0,3,0,2,1,1,1,0,0,0,0,0,0,1,4,1,0
Canal Plus Group,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Canal+,19,8,0,10,13,2,23,4,2,6,0,2,1,1,4,3,6,18,3,1
Canal+ Droits Audiovisuels,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0
Canal+ España,0,2,0,1,2,0,4,1,1,0,0,1,1,0,3,1,0,5,0,0
Canal+ Polska,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Canal+ Television AB,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Canal+Polska,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Caneo Films,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Canlaws Productions,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cannell Studios,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cannon Films,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Cannon Pictures,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cantharus Productions,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Capcom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cape Of Good Films,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Capella International,1,1,1,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Capitol Films,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Cappa Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Captivate Entertainment,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Caravan Pictures,3,1,0,3,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
Carmel Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Carnaby International,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Carnival Films,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caro-McLeod,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
Carol Baum Productions,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Carolco International N.V.,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Carolco Pictures,6,5,0,0,0,0,2,0,0,2,0,0,0,1,0,0,2,4,2,0
Carolina Bank,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Carousel Picture Company, The",1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Carousel Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carthago Films S.a.r.l.,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Cartier Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Case 39 Productions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Casey Productions,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casey Silver Productions,2,2,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,1
Castel Film Romania,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
Castelao Producciones,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,0,2,0,0
Castle Rock Entertainment,3,0,0,15,10,0,21,0,1,2,0,0,1,2,5,12,2,8,0,0
Casual Friday Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catch 23 Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Catch Productions,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CatchPlay,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
Catfish Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Catmandu Branded Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cattleya,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Catwoman Films,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caviar Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Cecchi Gori Group Tiger Cinematografica,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cecchi Gori Pictures,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Celador Films,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0
Celluloid Dreams,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
Cent Productions Inc.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Cinema Company Film,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Central Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Motion Pictures,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Centre National de la Cinématographie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centre National de la Cinématographie (CNC),1,0,1,2,1,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0
Centre National du Cinéma et de L'image Animée (CNC),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Centre Régional des Ressources Audiovisuelles (CRRAV),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centropolis Entertainment,6,4,0,1,0,0,4,0,0,4,0,2,0,0,0,1,4,3,1,0
Centropolis Film Productions,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
Centrul National al Cinematografiei (CNC),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad Troutwine Films,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chako Film Company,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chambara Pictures,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0
Channel Four Films,0,0,0,3,2,0,6,0,0,0,0,1,0,1,1,4,0,2,0,0
Channel One Russia,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Chapter 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
