Index,Actors,Number of movies,Number of awards,Genres
561,Kaki Hunter,13,3,Comedy 
562,John Belushi,13,1,Action Comedy Crime Music 
563,Levi Miller,13,5,Adventure Family Fantasy 
564,Sky Ferreira,13,0,Action Adventure Horror Thriller 
565,Suraj Sharma,13,11,Action Adventure Drama 
566,Linda Kozlowski,13,1,Adventure Comedy 
567,Cyril Raffaelli,13,2,Action Fiction Science Thriller 
568,Tony D'Amario,13,0,Action Fiction Science Thriller 
569,Anatoli Davydov,13,0,Action Adventure Crime Thriller 
570,Iko Uwais,13,0,Action Crime Thriller 
571,Joe Taslim,13,1,Action Crime Thriller 
572,Jonny Beauchamp,13,0,Drama 
573,Ryuichi Sakamoto,13,1,Drama History 
574,Maitland Ward,13,3,Comedy 
575,Shelbie Bruce,13,2,Comedy 
576,Devon Aoki,13,1,Action Adventure Crime Thriller 
577,Lori Cardille,13,1,Fiction Horror Science 
578,Art Parkinson,13,5,Action Drama Fantasy Horror War 
579,Pierce Gagnon,13,4,Comedy Drama 
580,Christopher Shand,13,0,Drama 
581,Lymari Nadal,13,1,Crime Drama 
582,Paul Dawson,13,2,Comedy Drama Romance 
583,Elissa Knight,13,0,Animation Family 
584,Nona Gaye,13,5,Adventure Animation Family Fantasy 
585,Jonathan Daniel-Brown,13,4,Comedy Crime 
586,Jeffrey Falcon,13,0,Action Adventure Fiction Science 
587,Rudy Youngblood,13,0,Action Adventure Drama Thriller 
588,Sage Ryan,13,1,Animation Drama 
589,Presley Chweneyagae,13,3,Crime Drama 
590,Helen Buday,13,5,Action Adventure Fiction Science 
591,Karena Ng,13,2,Action Drama History 
592,Reeve Carney,13,1,Drama Fantasy 
593,Jennifer Lien,13,1,Drama 
594,Lynn 'Red'-Williams,13,0,Action Fantasy Fiction Science 
595,Lea Michele,13,2,Animation Comedy Documentary Family Music Romance 
596,Adam G.-Sevani,13,0,Drama Music Romance 
597,Mae West,13,4,Comedy 
598,Priscilla Presley,13,3,Action Comedy Crime Mystery Thriller 
599,Paula Irvine,13,2,Action Fiction Horror Science Thriller 
600,Joe Slaughter,13,0,Drama Romance 
601,"Navin, Jr.",13,1,Comedy 
602,Shalom Harlow,13,0,Comedy Romance 
603,G.J. Echternkamp,13,2,Drama Thriller 
604,Omri Katz,13,7,Comedy Family Fantasy 
605,Nichols Jessica,13,0,Family Fantasy Music 
606,Tom Welling,14,19,Comedy Drama 
607,Joe Folau,14,1,Action Adventure Drama Family 
608,Jae Head,14,3,Action Drama Fantasy 
609,Caitriona Balfe,14,4,Thriller 
610,Dartanian Sloan,14,0,Horror 
611,Brit Marling,14,17,Drama Fiction Science Thriller 
612,Nicola Peltz,14,5,Action Adventure Family Fantasy Fiction Science 
613,Paul Hogan,14,1,Adventure Comedy Family 
614,Charlie Rowe,14,0,Action Adventure Animation Family Fantasy 
615,Julianne Hough,14,1,Comedy Drama Music Romance 
616,Olivia DeJonge,14,5,Horror Thriller 
617,Madisyn Shipman,14,0,Animation 
618,Cassidy Gifford,14,0,Horror Thriller 
619,Kate Nauta,14,0,Action Crime Thriller 
620,Louise Lemoine-Torres,14,1,Drama Romance 
621,Robert Musgrave,14,0,Comedy Crime Drama 
622,Rob Brown,14,9,Drama Music 
623,Loryn Locklin,14,0,Action Fiction Science Thriller 
624,Dakota Blue-Richards,14,5,Adventure Fantasy 
625,Rowan Blanchard,14,4,Action Comedy Family 
626,Rik Van-Nutter,14,0,Action Adventure Thriller 
627,Shameik Moore,14,9,Comedy Crime Drama 
628,Justice Smith,14,1,Drama Mystery Romance 
629,Anne-Marie Loop,14,0,Animation Comedy Drama Family 
630,Patrick Van-Horn,14,0,Comedy Romance 
631,Sarunyu Wongkrachang,14,2,Action Adventure Thriller 
632,Marilyn Burns,14,1,Horror Thriller 
633,Sara Foster,14,0,Comedy Crime 
634,Charles Henry-Wyson,14,0,Drama 
635,Alex Vincent,14,1,Drama Horror Thriller 
636,Chris Massoglia,14,1,Action Adventure Fantasy Thriller 
637,James Brown,14,7,Action Comedy Crime Music 
638,Adam Pascal,15,4,Comedy Drama Music Romance 
639,Jake Lloyd,15,8,Action Adventure Comedy Family Fiction Science 
640,Angus T.-Jones,15,7,Drama Family 
641,Raffey Cassidy,15,3,Adventure Family Fiction Mystery Science 
642,Rusty Martin,15,2,Drama 
643,Sharni Vinson,15,5,Action Adventure Drama Romance 
644,Kara Hayward,15,16,Comedy Drama Romance 
645,Kesun Loder,15,1,Comedy Drama Horror Romance 
646,Talal El-Jordi,15,0,Crime Drama History Thriller 
647,Natalia Klimas,15,0,Comedy 
648,Huntley Ritter,15,0,Comedy 
649,Stevie Wonder,15,1,Documentary 
650,Gore Vidal,15,1,Fiction Mystery Romance Science Thriller 
651,Denise Nickerson,15,0,Family Fantasy 
652,Mitch Baker,15,0,Animation Fiction Science Thriller 
653,Taylor Schilling,15,2,Drama Romance 
654,Carlos Mencia,15,6,Comedy 
655,Chandler Canterbury,15,6,Action Adventure Drama Fiction Horror Mystery Science Thriller 
656,Portia Doubleday,15,1,Action Comedy Crime Drama Horror 
657,Allison Cratchley,15,0,Action Thriller 
658,Taylor Momsen,15,9,Comedy Family Fantasy 
659,José Julián,15,3,Drama 
660,Heather O'Rourke,15,6,Horror Thriller 
661,Dominique Dunne,15,0,Horror 
662,Gaia Weiss,15,1,Action Adventure 
663,Sunny Johnson,15,0,Drama Music Romance 
664,Peter Sohn,15,6,Animation Comedy Family Fantasy 
665,Kassie DePaiva,15,11,Comedy Fantasy Horror 
666,Ellen Sandweiss,15,0,Horror 
667,Cory Everson,15,0,Action Crime Drama Thriller 
668,Jessica Guadix,15,0,Drama Music Romance 
669,Ray Charles,15,2,Action Comedy Crime Music 
670,Oakes Fegley,15,2,Adventure Family Fantasy 
671,Alice Englert,16,7,Drama Fantasy Romance 
672,Monica Raymund,16,5,Drama Thriller 
673,Abbey Lee,16,3,Horror Thriller 
674,Zhao Benshan,16,9,Action Drama History 
675,Dascha Polanco,16,6,Comedy Drama 
676,Dan Monahan,16,0,Comedy 
677,Mark Herrier,16,0,Comedy 
678,Jessica Bowman,16,5,Drama Mystery Thriller 
679,Ram\u00f3n Rodr\u00edguez,16,12,Action Crime Drama Fiction Science Thriller 
680,Ni Ni,16,13,Drama History War 
681,Scott Mechlowicz,16,1,Comedy Crime Drama 
682,Katie Featherston,16,3,Horror Thriller 
683,Paul Soter,16,0,Comedy Crime Horror Mystery 
684,Alycia Debnam-Carey,16,2,Action Thriller 
685,Alex O'Loughlin,16,3,Comedy Romance 
686,Kit Harington,16,2,Action Adventure Drama Fantasy History Horror Mystery Romance Thriller 
687,Alex Roe,16,0,Adventure Fiction Science 
688,Daniela Bianchi,16,1,Action Adventure Thriller 
689,Natalie Cole,16,1,Animation Comedy Family Music 
690,Cody Horn,16,0,Comedy Drama Horror Thriller 
691,Damaine Radcliff,16,1,Crime Drama Music Romance 
692,Gina Carano,16,4,Action Adventure Comedy Crime Thriller 
693,Erik Per-Sullivan,16,11,Drama Thriller 
694,Art Garfunkel,16,1,Comedy Drama War 
695,Simon Woods,16,0,Drama Romance 
696,Jihmi Kennedy,16,0,War 
697,Aleksia Landeau,16,0,Drama Romance 
698,Barbara Bingham,16,0,Horror Thriller 
699,Jun Ji-hyun,16,19,Drama History 
700,Terry Pheto,16,2,Crime Drama 
701,Allen Evangelista,16,0,Fiction Science Thriller 
702,Aleksandr Ilin,16,0,Drama Fiction Science 
703,Patrick Mofokeng,16,0,Drama History 
704,Bruce Bruce,16,0,Action Comedy 
705,Lisa Kaplan,16,0,Animation Comedy Family Fantasy Fiction Science 
706,Lynn Hung,16,1,Action Drama History 
707,Daniel Rigney,16,0,Fantasy Fiction Horror Science 
708,Tammy Trull,16,2,Action Crime Drama Thriller 
709,Quincy Jones,16,7,Animation Family Music 
710,Sonoya Mizuno,17,3,Drama Fiction Science 
711,Steven R.-McQueen,17,2,Comedy Horror 
712,Maureen Keiller,17,0,Comedy Drama Romance 
713,Luke Bracey,17,0,Action Crime Drama Romance Thriller 
714,Craig Archibald,17,0,Crime Drama 
715,Sheri Moon-Zombie,17,4,Horror Thriller 
716,Nicole Beharie,17,15,Drama 
717,Juliet Rylance,17,0,Horror Mystery Thriller 
718,Linda Harrison,17,2,Adventure Fiction Mystery Science 
719,Max Irons,17,0,Drama Fantasy Horror Thriller 
720,Michael Edwards,17,3,Action Fiction Science Thriller 
721,Mia Drake-Inderbitzin,17,1,Drama Romance 
722,Yayan Ruhian,17,6,Action Crime Thriller 
723,Dominik Garc\u00eda-Lorido,17,2,Comedy Drama Romance 
724,Aleisha Allen,17,4,Adventure Comedy Family Romance 
725,Phyllis Smith,17,16,Animation Comedy Drama Family 
726,Luke Pasqualino,17,1,Horror Thriller 
727,Ellar Coltrane,17,27,Drama 
728,Bam Margera,17,3,Action Comedy Documentary 
729,Justine Waddell,17,2,Horror Thriller 
730,Maggie Elizabeth-Jones,17,3,Comedy Drama Family 
731,Kristina Wayborn,17,0,Action Adventure Thriller 
732,Otto Jespersen,17,1,Fantasy Horror 
733,Alice Patten,17,0,Drama 
734,GQ,17,0,Comedy Drama Music Romance 
735,Liam James,17,10,Comedy Drama 
736,Johnny Strong,17,0,Action Crime Drama Thriller 
737,Allison Dean,17,0,Drama Romance 
738,Tory Mussett,17,0,Drama Horror Mystery Thriller 
739,Darrel Heath,17,1,Comedy Romance 
740,Sam Easton,17,0,Horror Mystery 
741,Mike Figueroa,17,0,Drama War 
742,Jackie Sawiris,17,0,Drama Mystery 
743,Judith O'Dea,17,2,Horror 
744,Nicola Reynolds,17,0,Comedy Drama 
745,Juanin Clay,17,0,Action Adventure Romance Western 
746,Faye Wong,17,10,Drama Fantasy Fiction Romance Science 
747,Teri Andrzejewski,17,0,Horror Mystery Thriller 
748,India Eisley,17,0,Action Fantasy Horror 
749,Matt Lauer,17,27,Adventure Comedy Fiction Science 
750,Don Curry,17,0,Comedy 
751,India Ennenga,17,1,Comedy Drama Romance 
752,Tyler Steelman,17,3,Comedy 
753,Jacqueline MacInnes-Wood,17,4,Horror Mystery 
754,Thomas Curtis,17,0,Drama 
755,Jay Chou,17,20,Action Comedy Crime 
756,Abigail Bianca,17,0,Action Adventure Drama Thriller 
757,Claudia Stedelin,17,0,Action Adventure Mystery Thriller 
758,Lou Romano,17,1,Animation Comedy Family Fantasy 
759,Thomas McDonell,17,0,Comedy 
760,Nancy McDoniel,17,0,Action Crime Drama History Thriller 
761,William Holmes,17,1,Comedy Family Fiction Science 
762,Megan Boone,17,1,Drama Music Romance 
763,Mason Gamble,17,5,Comedy Drama 
764,Frederick Stafford,17,0,Action Drama Mystery Thriller 
765,Chita Rivera,17,1,Comedy Drama Music Romance 
766,Doug E.,17,1,Comedy 
767,Ryan Potter,17,3,Action Adventure Animation Comedy Family 
768,Eli Marienthal,17,4,Adventure Animation Family Fantasy Fiction Science 
769,Emily Ratajkowski,17,2,Drama Music Romance 
770,Brian Dietzen,18,1,Comedy Romance 
771,Dayo Okeniyi,18,1,Comedy Drama Romance 
772,Sterling Jerins,18,5,Action Comedy Drama Fiction Horror Romance Science Thriller 
773,Pete Ploszek,18,1,Action Adventure Comedy Fantasy 
774,Cozi Zuehlsdorff,18,2,Drama Family 
775,Brooklyn Decker,18,4,Action Adventure Comedy Drama Fiction Romance Science Thriller 
776,Tim McGraw,18,20,Drama Romance 
777,Leslie Stefanson,18,0,Action Crime Drama Mystery Thriller 
778,Bella Heathcote,18,2,Comedy Horror Romance Thriller 
779,Ryan Newman,18,5,Animation Comedy Family Fantasy 
780,George Tokoro,18,2,Animation Family 
781,Galina Tyunina,18,4,Action Fantasy Thriller 
782,Zhang Xinyi,18,5,Drama History War 
783,Ian Nelson,18,0,Thriller 
784,Nimrat Kaur,18,11,Action Drama History Romance Thriller 
785,Montgomery Clift,18,4,Action Drama Romance War Western 
786,Jaeden Lieberher,18,6,Adventure Comedy Drama Fiction Science 
787,Steven Strait,18,1,Action Adventure Comedy Drama Fantasy Fiction Horror Romance Science 
788,Matt Cross,18,0,Crime Drama Mystery Thriller 
789,Anna Bolshova,18,0,Animation Family 
790,Tim Gunn,18,1,Adventure Animation Comedy Family Fantasy 
791,Padma Lakshmi,18,8,Drama Romance 
792,Victoria Beckham,18,8,Adventure Comedy Drama Fantasy Music 
793,Lorelei Linklater,18,9,Drama 
794,Jeff Anderson,18,1,Comedy 
795,Jeff LeBeau,18,0,Adventure Animation Comedy Family Western 
796,Sophie Monk,18,1,Comedy 
797,Alison Armitage,18,0,Comedy Drama Romance 
798,Sofia Black-D'Elia,18,0,Fiction Science Thriller 
799,Aaliyah,18,56,Action Crime Drama Fantasy Horror Thriller 
800,Justin Pierce,18,1,Comedy Crime Drama 
801,Nipsey Russell,18,0,Adventure Family Fantasy Music 
802,Shawn Driscoll,18,0,Drama Thriller 
803,Aaliyah ,18,56,Action Crime Drama Fantasy Horror Thriller 
804,Erin Blunt,18,0,Comedy Family 
805,Brian Backer,18,0,Comedy 
806,Molly Dunsworth,18,2,Action Comedy Thriller 
807,Christopher Moynihan,18,3,Comedy Drama 
808,Grant Roa,18,1,Drama Family 
809,Robert Lin,18,0,Drama 
810,Jerry Reed,18,2,Comedy 
811,Fernando Lara,18,1,Drama Fiction Science Thriller 
812,Dakota Goyo,19,5,Action Drama Fiction Science 
813,Jaden Smith,19,28,Action Adventure Documentary Drama Family Fiction Music Science Thriller 
814,Max Thieriot,19,3,Action Adventure Comedy Drama Family Fiction Horror Mystery Science Thriller 
815,Matthew Barry,19,2,Action Crime Fiction Horror Romance Science 
816,Phoebe Cates,19,0,Comedy Fantasy Horror 
817,Candace Hutson,19,3,Adventure Animation Family 
818,Joel Courtney,19,8,Fiction Mystery Science Thriller 
819,Emilia Clarke,19,4,Action Adventure Drama Fiction Romance Science Thriller 
820,Isaac-Kennedyndez BLeon,19,0,Fiction Science Thriller 
821,Ian Aspinall,19,0,Comedy 
822,Evy Kasseth-Røsten,19,0,Comedy Horror 
823,Heidi Schanz,19,0,Action Fiction Science 
824,Drum Garrett,19,0,Adventure Drama Family Fantasy 
825,Larry Bryggman,19,15,Action Crime Thriller 
826,Dylan Moran,19,5,Comedy Horror Romance 
827,David Dorfman,19,2,Drama Horror Thriller 
828,Raquel Castro,19,1,Comedy Romance 
829,Andrew Shim,19,1,Crime Drama 
830,Jason Cope,19,0,Action Fiction Science 
831,Ryan Shoos,19,0,Horror Thriller 
832,Reese Mishler,19,1,Horror Thriller 
833,Molly Ephraim,19,0,Horror Thriller 
834,Shawn Wayans,19,14,Comedy Crime 
835,Bibi Naceri,19,0,Action Fiction Science Thriller 
836,James Frecheville,19,3,Drama 
837,William Snape,19,1,Comedy 
838,Sarah Roemer,19,1,Drama Family Mystery Thriller 
839,Robert Capron,19,5,Comedy Family 
840,Pat Henning,19,0,Crime Drama 
841,Brett Kelly,19,4,Comedy Crime Drama 
842,Cory Buck,19,1,Drama Mystery 
843,Oscar Pearce,19,0,Action Fiction Horror Science 
844,Kevin Peter-Hall,19,0,Action Fiction Science Thriller 
845,Dylan O'Brien,19,18,Action Fiction Mystery Science Thriller 
846,Anita Pallenberg,19,1,Fiction Science 
847,Ivana Baquero,19,20,Drama Fantasy War 
848,Jacob Latimore,19,7,Drama Music 
849,Gary Beach,19,1,Comedy Music 
850,Brigitte Virtudes,19,0,Animation Comedy Drama Family 
851,Douglas Silva,19,3,Crime Drama 
852,Jewel ,19,9,Drama Romance War Western 
853,Alexz Johnson,19,8,Horror Mystery 
854,Kristin Kreuk,19,17,Action Adventure Fiction Science Thriller 
855,Emjay Anthony,19,2,Comedy Fantasy Horror 
856,Dominique McElligott,19,1,Drama Fiction Science 
857,Mike White,19,19,Comedy Music 
858,Roxanne McKee,19,4,Action Adventure 
859,Nathan Bexton,19,0,Thriller 
860,Christian Byers,19,1,Drama Family Foreign 
861,Bongkoj Khongmalai,19,2,Action Crime Drama Thriller 
862,Morris Day,19,1,Action Comedy Crime Mystery Thriller 
863,Rick Malambri,19,0,Drama Romance 
864,Steve Sandvoss,19,0,Comedy Drama Romance 
865,Jewel,19,9,Drama Romance War Western 
866,Ralph Strait,19,0,Fiction Horror Mystery Science 
867,Levon Helm,19,2,Drama Music 
868,Nikita Hopkins,19,1,Animation Family 
869,HernLeon Isaac-Kennedyndez,19,0,Action Comedy Crime 
870,Freya Tingley,19,1,Drama Music 
871,Erykah Badu,19,25,Comedy Documentary Music 
872,Masam Holden,20,2,Comedy Drama Romance 
873,Ed Oxenbould,20,15,Comedy Family Horror Thriller 
874,Anna Wood,20,0,Drama Fiction Science Thriller 
875,Logan White,20,0,Comedy 
876,Katharine McPhee,20,4,Comedy Romance 
877,Karl Glusman,20,0,Horror Thriller 
878,Jonathan Sagall,20,7,Drama History War 
879,Angourie Rice,20,9,Adventure Animation Family 
880,Taron Egerton,20,11,Comedy Crime Drama History Thriller 
881,Rose Leslie,20,3,Action Adventure Fantasy 
882,Alex Pettyfer,20,14,Action Adventure Comedy Drama Family Fantasy Fiction Romance Science Thriller 
883,Steele Stebbins,20,3,Comedy 
884,Ryan Guzman,20,2,Drama Music Romance Thriller 
885,Chloe Csengery,20,0,Horror 
886,David Belle,20,0,Action Crime Drama Fiction Science Thriller 
887,Irene Grazioli,20,0,Drama Music Mystery Romance Thriller 
888,Ko Ah-sung,20,12,Drama Fiction Horror Science 
889,Carlos Gallardo,20,1,Action Crime Thriller 
890,Philip Bolden,20,2,Adventure Comedy Family Romance 
891,Izabella Scorupco,20,0,Action Adventure Fantasy Horror Mystery Thriller 
892,Wen Yann-Shih,20,0,Comedy 
893,Carrie Nye,20,1,Comedy Fantasy Horror 
894,Shannen Fields,20,3,Drama 
895,Karl Girolamo,20,3,Drama 
896,Axel Kiener,20,0,Drama Romance 
897,Elizabeth Blackmore,20,0,Horror 
898,Sook-Yin Lee,20,6,Comedy Drama Romance 
899,Alicia Goranson,20,3,Crime Drama 
900,Adrienne King,20,1,Horror Thriller 
901,Alexandre Rodrigues,20,1,Crime Drama 
902,Michelan Sisti,20,0,Action Adventure Comedy Family Fiction Science 
903,Larry David,20,3,Comedy Romance 
904,Iazua Larios,20,0,Action Adventure Drama Thriller 
905,Jonny Weston,20,0,Fiction Science Thriller 
906,Catherine Parks,20,0,Horror Thriller 
907,John D.-LeMay,20,0,Fantasy Horror Thriller 
908,Wes Craven,20,17,Fantasy Horror Mystery Thriller 
909,Erika Anderson,20,0,Horror Thriller 
910,Kelly Carlson,20,0,Action Adventure Drama Thriller 
911,Jeremy Foley,20,4,Action Adventure Thriller 
912,Resse Hartwig,20,3,Adventure Family Fiction Science 
913,Daniel Travis,20,0,Drama Thriller 
914,Nick Lashaway,20,0,Drama Horror Mystery Thriller 
915,Danielle Campbell,20,0,Comedy 
916,Karyn Parsons,20,1,Comedy 
917,Mara Wilson,20,9,Adventure Comedy Family Fantasy 
918,Ruby Keeler,20,3,Comedy Music Romance 
919,Leon Isaac-Kennedy,21,0,Action Adventure Comedy Crime Drama Family Fantasy Fiction History Horror Music Mystery Romance Science Thriller War Western 
920,Soledad Villamil,21,17,Crime Drama Mystery Romance 
921,J.R. Villarreal,21,0,Drama 
922,Alden Ehrenreich,21,16,Comedy Drama Fantasy Mystery Romance 
923,Vanessa Lachey,21,1,Action Comedy 
924,Nick Krause,21,4,Comedy Drama 
925,Mark Killeen,21,0,Action 
926,Richard S.-Castellano,21,1,Crime Drama 
927,Holly Valance,21,1,Action Adventure Thriller 
928,AdriLeon Isaac-Kennedyn,21,0,Action Adventure 
929,Daniel Zovatto,21,1,Horror Thriller 
930,Zhu Zhu,21,0,Action 
931,Ashraf Barhom,21,1,Adventure Drama History Thriller 
932,Carrie Coon,21,1,Drama Mystery Thriller 
933,Jamie Draven,21,2,Comedy Drama Music 
934,Leon Isaac-Kennedyn,21,0,Action Adventure Comedy Crime Drama Fantasy Fiction History Horror Mystery Romance Science Thriller War Western 
935,Madison Wolfe,21,1,Horror 
936,Catherine Sutherland,21,0,Fiction Horror Science Thriller 
937,Khalid Abdalla,21,0,Drama 
938,Alexander Pollock,21,1,Comedy Family 
939,Isaac-Kennedyn Bichir,21,0,Action Comedy Crime Drama Mystery Western 
940,James Lafferty,21,5,Horror 
941,Daniel E.-Smith,21,0,Crime Drama Thriller 
942,Isaac-Kennedys Sasson,21,0,Action Adventure Thriller War 
943,Tyler Hilton,21,2,Drama Music Romance 
944,Vivien Leigh,21,2,Drama Romance War 
945,Jessica Cauffiel,21,0,Comedy 
946,Amanda Bynes,21,28,Comedy Drama Family Romance 
947,Cung Le,21,0,Action Fiction Horror Mystery Science Thriller 
948,Jared Padalecki,21,19,Horror Thriller 
949,Ellie Cornell,21,0,Horror Thriller 
950,Tony Kgoroge,21,0,Drama History 
951,Zana Marjanovi\u0107,21,3,Drama Romance War 
952,Tang Wei,21,54,Crime Drama Mystery 
953,Ansel Elgort,21,1,Adventure Drama Fiction Romance Science Thriller 
954,Eduardo Verástegui,21,1,Action Comedy Family 
955,Anita Briem,21,1,Action Adventure Comedy Family Fiction Horror Mystery Science 
956,Kenneth Nkosi,21,0,Crime Drama 
957,Jermaine Williams,21,2,Drama Music 
958,Theresa Tilly,21,0,Horror 
959,Isaac-Kennedy Hugh,21,0,Drama Music Romance 
960,Michael Chekhov,21,1,Drama Mystery Thriller 
961,Gabourey Sidibe,21,1,Drama 
962,Renoly Santiago,21,0,Action Crime Drama Thriller 
963,Tom Petty,21,6,Adventure Drama 
964,Nathalie Kelley,21,0,Action Crime Drama Thriller 
965,Kitty Winn,21,1,Fantasy Horror Thriller 
966,T.R. Knight,21,1,Drama 
967,Jermaine Heredia,22,3,Drama Romance 
968,Adelaide Kane,22,3,Fiction Horror Science Thriller 
969,Thang-Johnson,22,0,Action Comedy 
970,Spike Lee,22,1,Comedy Drama Romance 
971,Chris Warren-Jr.,22,1,Action Comedy Drama Romance 
972,Jacqueline Kim,22,4,Crime Drama Mystery Romance Thriller 
973,Miles Heizer,22,1,Adventure Crime Mystery 
974,Charlotte Le-Bon,22,1,Adventure Drama Thriller 
975,Jeremy Irvine,22,3,Drama History War 
976,Hannah Endicott-Douglas,22,1,Comedy Crime Drama 
977,Fadi Abi,22,0,Crime Drama History Thriller 
978,Amy Lalonde,22,0,Action Fiction Horror Science 
979,Tomoko Yamaguchi,22,2,Animation Family 
980,Brenton Thwaites,22,4,Drama Fantasy Fiction Horror Science Thriller 
981,Odeya Rush,22,8,Adventure Comedy Drama Fiction Horror Science 
982,Padraic Delaney,22,3,Drama History War 
983,Orla Fitzgerald,22,2,Drama History War 
984,Barbra Streisand,22,2,Comedy Drama Music Romance 
985,Barret Oliver,22,5,Adventure Drama Family Fantasy 
986,Shelley Hennig,22,5,Horror Thriller 
987,Lorenza Izzo,22,1,Action Adventure Horror Thriller 
988,Sylvaine Strike,22,0,Fiction Science 
989,Lauren Bittner,22,0,Horror 
990,Akihiro Miwa,22,0,Adventure Animation Fantasy 
